round	clue_value	daily_double_value	category	comments	question	answer	air_date	notes
2	2000	0	POETS & POETRY		John Donne used the stuck-up sounding similes called metaphysical these, as when he compared lovers' souls to the 2 legs of a compass	conceits	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	400	0	HAVE FAITH		Rick Warren's last one, to thousands at a Saddleback Church service in August 2022, was the same as his first one, to tens in March 1980	a sermon	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	800	0	HAVE FAITH		A spin on this 5-syllable worship of many gods is henotheism, the worship of only one of many gods	polytheism	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	1200	0	HAVE FAITH		Bar mitzvah checks are often in multiples of this numerological equivalent of chai, "life\"	18	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	1600	4400	HAVE FAITH		After writing the name of a prophet, English-speaking Muslims write this, "PBUH" for short	peace be upon him	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	2000	0	HAVE FAITH		In a Hindu temple men perform ashtanga pranama, doing this to oneself, from the Latin for "lay flat\"	prostrating themselves	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	400	0	PEOPLE NAMED ALEX		This author & Pulitzer Prize winner's best-known work is subtitled "The Saga of An American Family\"	Alex Haley	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	800	0	PEOPLE NAMED ALEX		The first Latino senator from California, Alex Padilla grew up in this L.A. area with a Spanish name	the San Fernando Valley	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	1200	0	PEOPLE NAMED ALEX		This Moscow-born captain of the Washington Capitals is seen with the only man ahead of him—for now—in career NHL goals	Ovechkin	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	1600	0	PEOPLE NAMED ALEX		WWII field marshal Harold Alexander led the extrication of 340,000 men at this location in 1940 & was the last man off the beach	Dunkirk	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	2000	0	PEOPLE NAMED ALEX		Alexandra of Denmark, who married Queen Victoria's oldest son, is seen during the record 38 years she spent holding this title	Princess of Wales	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	400	0	MOUNTAINS		The MacKenzie Mountains are part of the Canadian section of these mountains; the Bighorn Mountains are in the U.S. part	the Rockies	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	800	0	MOUNTAINS		A Disneyland attraction is exactly 100 times shorter than this 14,700-foot Alp	the Matterhorn	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	1200	4000	MOUNTAINS		Ranges within this mountain system include the Rif, the Saharan & the Tell	the Atlas	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	1600	0	MOUNTAINS		The highest peak in Russia, in ancient times it was called Strobilus, meaning pine cone & a reference to its shape	Elbrus	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	2000	0	MOUNTAINS		Edward Whymper was the first to summit this highest mountain in Ecuador, putting him at the farthest point from Earth's center	Chimborazo	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	400	0	\"O-U-R" SOMETHING		Feed the body, or the soul	nourish	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	800	0	\"O-U-R" SOMETHING		It's the French-derived word for a device used to stop severe bleeding; a belt or strong piece of cloth can do in a pinch	a tourniquet	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	1200	0	\"O-U-R" SOMETHING		Condolences to the dark-colored butterfly known as this type of cloak	the mourning cloak butterfly	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	1600	0	\"O-U-R" SOMETHING		Billie Eilish has spoken publicly about having this syndrome, which is just part of who she is	Tourette's	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
2	2000	0	\"O-U-R" SOMETHING		France lost about 6,000 troops, England, less than 500, in the 1415 battle of this village	Agincourt	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
3	0	0	CHEMICAL ELEMENTS		Isolated in 1945 during uranium fission research, it was named for an ancient deity to suggest humans gaining a new power	promethium	2024-03-05	2024 Tournament of Champions quarterfinal game 8.
1	200	0	SHAKESPEARE FOR EVERYONE!		To sum things up, this title guy passes over a very vengeful dude for the chief Lt. gig & does not get to live to regret it	Othello	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	400	0	SHAKESPEARE FOR EVERYONE!		This character says, "Make thick my blood; stop up the access & passage to remorse"; it's not her last experience with blood	Lady Macbeth	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	600	0	SHAKESPEARE FOR EVERYONE!		Awaking, this weaver says, "I have had a dream... man is but an ass if he go about to expound this dream\"	Bottom	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	800	1000	SHAKESPEARE FOR EVERYONE!		Her last speech includes "Thy husband is thy lord, thy life, thy keeper... thy sovereign\"	Katherina	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	1000	0	SHAKESPEARE FOR EVERYONE!		This early play features Proteus & Valentine in the title roles (& it's not "Proteus & Valentine Take Manhattan")	The Two Gentlemen of Verona	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	200	0	OLYMPIC HISTORY		The 1924 Games saw the debut of the motto "Citius, Altius, Fortius"—faster, higher, this	stronger	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	400	0	OLYMPIC HISTORY		This sport got ugly in 1956 as recently invaded Hungary beat the USSR in the "Blood in the Water" match	water polo	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	600	0	OLYMPIC HISTORY		In 1912 Martin Klein pinned Alfred Asikainen after an epic 11-hour, 40-minute bout in this hyphenated wrestling style	Greco-Roman wrestling	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	800	0	OLYMPIC HISTORY		She took a silver medal in women's figure skating in 1994; Tonya Harding finished a medalless eighth	Nancy Kerrigan	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	1000	0	OLYMPIC HISTORY		In 1904 Ralph Rose & Martin Sheridan broke a tie with a "throw-off" in this field event; Sheridan won with a spin of 127' 10 1/4\"	discus	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	200	0	ISLANDS		Monuriki, an uninhabited island of Fiji, became a tourist attraction after the release of this Tom Hanks film	Cast Away	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	400	0	ISLANDS		The most populous island in the world, it's home to more than half of Indonesia's people	Java	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	600	0	ISLANDS		I took a pill in this third-largest of Spain's Balearic islands—what'd I miss?	Ibiza	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	1000	0	ISLANDS		Sapporo is the capital of this Japanese island that also has double letters	Hokkaido	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	200	0	MIDDLE X	(Ken: "X" will be the exact middle letter in each response.)	A cheerful & tricky sprite, or in a different sense, Black Francis, as one of a group	a pixie	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	400	0	MIDDLE X	(Ken: "X" will be the exact middle letter in each response.)	Term for reproduction by an organism making copies of itself, or an orientation without carnal desire	asexual	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	600	0	MIDDLE X	(Ken: "X" will be the exact middle letter in each response.)	Multiple blaring horns or warning hooters (that means put an S at the end of this high-score Scrabble word, y'all)	claxons	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	800	0	MIDDLE X	(Ken: "X" will be the exact middle letter in each response.)	This math adjective that means having a common axis often precedes "cable\"	coaxial	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	1000	0	MIDDLE X	(Ken: "X" will be the exact middle letter in each response.)	The ore of aluminum	bauxite	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	200	0	WAITS		Jane Seymour served as one of these to Anne Boleyn, who had served as one to Katherine of Aragon	a lady in waiting	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	400	0	WAITS		Bernadine, Robin, Savannah & Gloria were "Waiting to" do this in a 1992 book title	exhale	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	600	0	WAITS		He had a Top 20 hit singing, "You take it on faith, you take it to the heart, the waiting is the hardest part\"	Tom Petty	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	800	0	WAITS		At Jefferson's Monticello, the dining room fireplace conceals one of these that's linked to the wine cellar	a dumbwaiter	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	1000	0	WAITS		Clifford Odets got it right with his one-act play "Waiting for" him	Lefty	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	200	0	MEASURES		A mercury one of these devices measures atmospheric pressure in pounds per square inch	a barometer	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	400	0	MEASURES		In the 1670s Danish astronomer Ole Roemer was the first to show this was finite, now defined as 186,282 miles per second	the speed of light	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	600	0	MEASURES		For a measured pour, a bartender might rely on this double-sided metal cup; a versatile one is 2 oz. on one side, 1 on the other	a jigger	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	800	0	MEASURES		A blood test to measure cholesterol should calculate total cholesterol, LDLs, HDLs & these, named for a trio of molecules	triglycerides	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	1000	0	MEASURES		A unit of weight in the apothecaries' system, it equals 20 grains; in another sense, it's a synonym for a moral principle	a scruple	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	400	0	1924		Thanks to Freud, this 2-letter word entered the English language in 1924	id	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	800	0	1924		This future president was born June 12 in Milton, Massachusetts	the first President Bush	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	1200	0	1924		Working on a deadline, George Gershwin composed this piece in just a few weeks' time	Rhapsody in Blue	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	1600	0	1924		Published in 1924, her novel "So Big" was so big that it would win a Pulitzer Prize the next year	Edna Ferber	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	2000	0	1924		This "Flying Finn" was the first athlete from his country to win 5 gold medals at a single Olympics	Nurmi	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	400	0	UNUSUAL WORDS		Those on the Big Island of Hawaii are familiar with the basaltic lava whose name consists of just this letter twice	A	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	800	0	UNUSUAL WORDS		Don't be stingy with the Cabernet at one of these parties of mass revelry named for everyone's favorite wine god	a bacchanal	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	1200	0	UNUSUAL WORDS		You'll need 3 "F"s to spell this word for a disorderly confusion given to us by the Scots	a kerfuffle	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	1600	0	UNUSUAL WORDS		Giant monsters like Rodan or Mechagodzilla are these creatures in Japanese	kaiju	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	2000	0	UNUSUAL WORDS		Something that moves counterclockwise or off course is said to have gone this manner that ends with some leg parts	widdershins	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	400	0	THE ARTS		This famed chorus ends part II of Handel's "Messiah\"	Hallelujah	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	800	0	THE ARTS		Nicole Kidman starred in the 2006 film "Fur", "an imaginary portrait of" this female photographer	Arbus	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	1200	0	THE ARTS		His many paintings of ballerinas include "The Dance Class", an oil from the 1870s	Degas	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	1600	0	THE ARTS		A 2024 show at the National Gallery of Art called "The Anxious Eye" focuses on this moody style, a nationality plus an -ism	German Expressionism	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	2000	0	THE ARTS		Ooh! The romantic 1841 ballet named for this doomed heroine always gives me "the Wilis\"	Giselle	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	400	0	OCCUPATIONS		At the L.A. County Museum of Art, Stephanie Barron is a senior one of these in the Department of Modern Art	curator	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	800	0	OCCUPATIONS		More so than a nanny, this female employee concentrates on teaching the children in a home, not chaperoning	a governess	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	1200	4000	OCCUPATIONS		With a name from Latin for "copyist", this type of insurance specialist calculates risks & premiums	an actuary	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	1600	0	OCCUPATIONS		Longshoreman or this word that begins with a male name can be used for a worker who loads & unloads ships in a port	a stevedore	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	2000	0	OCCUPATIONS		Terms for shoemakers include cobbler & this more archaic one derived from a type of Spanish leather	a cordwainer	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	400	0	MOVIE TAGLINES		This 2023 holiday horrorfest promised, "There will be no leftovers\"	Thanksgiving	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	800	0	MOVIE TAGLINES		The title male fashion model in this comedy had "3% body fat. 1% brain activity\"	Zoolander	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	1200	0	MOVIE TAGLINES		It was "No goats. No glory" for "The Men Who Stare at Goats", starring him as out-there Army officer Lyn Cassady	George Clooney	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	1600	0	MOVIE TAGLINES		It's part of a film series & we'll even front you "Harold & Kumar": "This time they're running from the joint\"	Harold & Kumar Escape from Guantanamo Bay	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	2000	0	MOVIE TAGLINES		\"Revenge never looked so promising", promised this 2020 film starring Carey Mulligan	Promising Young Woman	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	400	0	THE HEAVENS & EARTH		It's the type of rock found in many of Yosemite's rock formations & in New Hampshire's nickname	granite	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	800	0	THE HEAVENS & EARTH		The Cassini Division & the Roche Division surround this celestial body	Saturn	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	1200	0	THE HEAVENS & EARTH		The name of this volcanic vent through which steam & gas are emitted comes from the Latin for "smoke chamber\"	a fumarole	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	1600	11800	THE HEAVENS & EARTH		Cepheids are the pulsating type of these stars that fluctuate in brightness	variable stars	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
2	2000	0	THE HEAVENS & EARTH		In these seismically active zones, one of Earth's tectonic plates sinks as another one slides over it	subduction zones	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
3	0	0	AMERICAN LITERARY HISTORY		\"The country is celebrating 100 years of freedom 100 years too soon", says "The Fire Next Time", published in this year	1963	2024-03-06	2024 Tournament of Champions quarterfinal game 9.
1	200	0	GETTING HISTORICAL		John Knox was the best-known leader of this country's Reformation, made official by a 1560 act of its parliament	Scotland	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	400	0	GETTING HISTORICAL		To defend against missiles, Roman legions linked shields in a formation called the testudo, Latin for this land animal	a turtle (a tortoise)	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	600	0	GETTING HISTORICAL		A 1493 papal decision split the New World between these 2 nations, or so they thought	Spain & Portugal	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	800	0	GETTING HISTORICAL		Calling himself an admiral in a bit of self-promotion, in 1853 he sailed 4 warships into the harbor of Uraga & refused to leave	Commodore Matthew Perry	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	1000	0	GETTING HISTORICAL		Wahunsenacawh was another name of the man the Jamestown colonists called this, like the people he led	Powhatan	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	200	0	BOOKS BY CHARACTERS		Hunting at sea, Matt Hooper & Captain Quint	Jaws	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	400	0	BOOKS BY CHARACTERS		Josef K. & the Examining Magistrate	The Trial	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	600	0	BOOKS BY CHARACTERS		In a children's book, Stanley Yelnats & Zero	Holes	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	800	0	BOOKS BY CHARACTERS		Sethe & Baby Suggs	Beloved	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	1000	0	BOOKS BY CHARACTERS		Squealer & Old Major	Animal Farm	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	200	0	SPORTS MASCOT HISTORY		Starting his career at the San Diego Zoo, he's "an embryonic Charles Chaplin in... feathers", says his biography	the San Diego Chicken	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	400	0	SPORTS MASCOT HISTORY		From 1979 to 1981 the Yankees fittingly had a mascot named this, also a word for a well-dressed man	Dandy	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	600	0	SPORTS MASCOT HISTORY		In 1979 Youppi! suited up for this MLB squad, prior to moving across town (& sports leagues) to the Canadiens	the Montreal Expos	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	800	0	SPORTS MASCOT HISTORY		This NFL team notes mascot Captain Fear lamented his lost ship, but friends, it was found & rebuilt at Raymond James Stadium!	the Buccaneers	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	1000	0	SPORTS MASCOT HISTORY		Since the 1990s Fred the Red has been a devil indeed for this team from the north of England	Man U (Manchester United)	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	200	0	UNUSUAL NICKNAMES		You can see why BMW E24 6 cars were dubbed this predatory creature's nose	a shark	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	400	0	UNUSUAL NICKNAMES		This first name of Herr Mendelssohn means "happy", but his manner got him the nickname "discontented Polish count\"	Felix	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	600	0	UNUSUAL NICKNAMES		This hitter of the '40s & '50s was thin-shamed as the "Splendid Splinter\"	Ted Williams	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	800	0	UNUSUAL NICKNAMES		Oxford is "city of dreaming" these topmost parts of some of its buildings, a phrase from a poem by Matthew Arnold	spires	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	1000	0	UNUSUAL NICKNAMES		Glasgow's Clyde Auditorium was opened in 1997 & soon became known as this animal of Texas & Central & South America	the armadillo	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	200	0	THE MATERIAL WORLD		This material that went with feathers in public humiliation from times past might not have been as hot as you'd assume	tar	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	400	0	THE MATERIAL WORLD		For sheets, the Egyptian type of this feels real good, but the extra-long-staple kind is the best of the best	cotton	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	600	1800	THE MATERIAL WORLD		This hard black wood from trees of the Diospyros genus shares its name with a magazine founded in 1945	ebony	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	800	0	THE MATERIAL WORLD		Doors on ancient Greek temples were often fitted with grills made of this alloy of copper & tin	bronze	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	1000	0	THE MATERIAL WORLD		This fabric with a raised design gets its name from a word for "twisted thread\"	brocade	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	200	0	BEFORE & AFTER		A venue for volleys & lobs where violators of military law are prosecuted	a tennis court-martial	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	400	0	BEFORE & AFTER		Actor lookalike who does the dangerous action scenes as an iconic red London vehicle	a stunt double decker (bus)	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	600	0	BEFORE & AFTER		A Knoxville color that's also a hit country song is served as a high grade tea from Sri Lanka & India	Tennessee Orange Pekoe	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	800	0	BEFORE & AFTER		Nation's capital newspaper-caused psychological pain following an event of actual or threatened bodily harm	the Washington Post traumatic stress disorder	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	1000	0	BEFORE & AFTER		Siam-set musical adaptation of Asimov's book about machines that follow 3 laws	The King and I, Robot	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	400	0	GITALONG, OLD PAINT		Her interest in Mexican folk art can be seen in a 1931 portrait of herself with her new husband, a fellow artist	Frida Kahlo	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	800	0	GITALONG, OLD PAINT		Rather than the Magi, Guido Reni depicted "The Adoration of" these rustic fellows	the Shepherds	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	1200	0	GITALONG, OLD PAINT		This painter who was totally for the birds gave us the oil-on-canvas "Washington Sea Eagle" around 1839	John James Audubon	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	1600	0	GITALONG, OLD PAINT		Sunday, Sunday, Sunday! Seurat's "A Sunday on La Grande Jatte" helped pioneer this -ism using small, detached strokes	Pointillism	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	2000	0	GITALONG, OLD PAINT		As it's by this painter, you might call an 1876 view of the Mediterranean at l'Estaque a "C" scape	Paul Cezanne	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	400	0	ENDS IN DOUBLE LETTERS		In the 1850s a familiar quotation of his may have been "I have a notebook full of famous things people said. Wanna see?\"	Bartlett	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	800	0	ENDS IN DOUBLE LETTERS		This type of heart surgery involves taking a blood vessel from elsewhere & creating a new pathway around a blockage	bypass	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	1200	0	ENDS IN DOUBLE LETTERS		Eden, New York has a museum devoted to this mouth-blown musical toy	a kazoo	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	1600	8600	ENDS IN DOUBLE LETTERS		Originally a stick or spindle used in spinning, it also came to mean women's work or the female side of a family	distaff	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	2000	0	ENDS IN DOUBLE LETTERS		This line on the hull of a ship that indicates the depth to which it can be loaded is named for a 19th century British merchant	the Plimsoll	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	400	0	BOY GENIUS		At age 8, Sergei Prokofiev was taken to "Faust" & "Prince Igor"; he decided to write one of these too & in months composed "The Giant\"	an opera	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	800	0	BOY GENIUS		In his teens Erik Demaine pioneered computational origami; at 20 he became this Boston-area school's youngest ever prof	MIT	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	1200	0	BOY GENIUS		By age 15, Flynn McGarry had created a culinary classic, changing one letter in a dish named for a duke to make this vegetarian creation	the beet Wellington	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	1600	4000	BOY GENIUS		Losing his brother Giulio 1915, he buried his grief in math & physics & soon wowed the admissions panel at college in Pisa	Fermi	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	2000	0	BOY GENIUS		This French prodigy wrote his masterpiece "The Drunken Boat" at 16 & was called an "infant Shakespeare\"	Rimbaud	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	400	0	BRIDGERS		RO&AD Architects built a Dutch bridge that parts the waters rather than going over them, so it's named for this biblical man	Moses	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	800	0	BRIDGERS		Named for their designer, Bailey Bridges moved Allied troops, trucks & tanks; an 1,800-foot one was built over this German river in 1945	the Rhine	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	1200	0	BRIDGERS		Samuel Lancaster built the scenic Benson Bridge across Multnomah Creek in this state but Simon Benson paid for it	Oregon	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	1600	0	BRIDGERS		You might guess that Gustave Eiffel of tower fame built the Maria Pia Bridge over the Douro River in this Portuguese city famous for wine	Oporto	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	2000	0	BRIDGERS		Peter Wyss designed a sky bridge not to go anywhere but to attract tourists to Langkawi Island off the peninsular part of this country	Malaysia	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	400	0	BAKER		The thrill & amazement of a 1921 balloon race over Indianapolis inspired the name of this not just white bread brand	Wonder	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	800	0	BAKER		A special one of these baked at Passover 2022 for the president of Israel was 20' long by 3 1/2' wide by not very thick	matzah	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	1200	0	BAKER		When his wife baked these, often served with gravy, Calvin Coolidge would drop one & stomp a foot to show its heaviness	a biscuit	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	1600	0	BAKER		What a card! Duff Goldman rose to fame on this Food Network show whose title mentions his specialty	the Ace of Cakes	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	2000	0	BAKER		In Chestnut Hill, Tennessee, you can tour, eat & shop at the visitor center of this alliterative baked bean brand	Bush's (Best)	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	400	0	THE TALLEST ONE		On China's basketball team at the 2000 Olympics	Yao Ming	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	800	0	THE TALLEST ONE		In the Ramones	Joey	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	1200	0	THE TALLEST ONE		On the 2001 World Series champion Arizona Diamondbacks	\"the Big Unit" Randy Johnson	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	1600	0	THE TALLEST ONE		In the heartwarming sismance among the main actors on "Ted Lasso\"	Hannah Waddingham	2024-03-07	2024 Tournament of Champions semifinal game 1.
2	2000	0	THE TALLEST ONE		In boygenius, her name didn't lend itself to a category title	Lucy Dacus	2024-03-07	2024 Tournament of Champions semifinal game 1.
3	0	0	ANCIENT DRAMA		From the 470s B.C., Aeschylus' earliest surviving work has this title; he'd fought them repeatedly in the preceding years	The Persians	2024-03-07	2024 Tournament of Champions semifinal game 1.
1	200	0	LITERARY AWARDS		The first of his 4, count 'em, 4 Pulitzers, was for "New Hampshire: A Poem with Notes & Grace Notes\"	Robert Frost	2024-03-08	2024 Tournament of Champions semifinal game 2.
1	400	0	LITERARY AWARDS		The Man Group sponsored this prestigious British literary prize from 2002 to 2019	the Booker Prize	2024-03-08	2024 Tournament of Champions semifinal game 2.
1	600	0	LITERARY AWARDS		Octavia Butler got the inaugural Infinity Award by the Science Fiction & Writers Association at these star-studded awards	the Nebula Awards	2024-03-08	2024 Tournament of Champions semifinal game 2.
1	800	0	LITERARY AWARDS		This 18th century publisher who helped usher Mother Goose into the world is the namesake of a lauded medal	Newbery	2024-03-08	2024 Tournament of Champions semifinal game 2.
1	1000	0	LITERARY AWARDS		The Hugo Award isn't named after Victor Hugo, but this Hugo who founded the sci-fi magazine Amazing Stories	Hugo Gernsback	2024-03-08	2024 Tournament of Champions semifinal game 2.
1	200	0	SUFFIXES		It's the very short, Arabic-influenced suffix that makes a demonym (a nationality noun) from Yemen or Pakistan	I	2024-03-08	2024 Tournament of Champions semifinal game 2.
1	400	0	SUFFIXES		It's the British spelling of the suffix that makes a verb out of "industrial\"	I-S-E	2024-03-08	2024 Tournament of Champions semifinal game 2.
1	600	0	SUFFIXES		As early as 1973 this suffix from a D.C. building was tacked onto "Wine" to describe a scandal involving fake Bordeaux	gate	2024-03-08	2024 Tournament of Champions semifinal game 2.
1	800	0	SUFFIXES		The -ary suffix often means "place of", as in this type of place	a dispensary	2024-03-08	2024 Tournament of Champions semifinal game 2.
1	1000	0	SUFFIXES		This 4-letter suffix goes on words for types of medical exams, or on Beatrix Potter rabbits	-opsy	2024-03-08	2024 Tournament of Champions semifinal game 2.
1	200	0	LEFTOVERS		This organization is the first to tell us that "animals are not ours to experiment on, eat, wear, use for entertainment...\"	PETA	2024-03-08	2024 Tournament of Champions semifinal game 2.
1	400	0	LEFTOVERS		In 1861, 3 years after the publication of this classic medical textbook, its author died of smallpox at age 34	Gray's Anatomy	2024-03-08	2024 Tournament of Champions semifinal game 2.
1	600	0	LEFTOVERS		Partly from Greek for "horse", it was an oval track for horse & chariot races in ancient Greece	the hippodrome	2024-03-08	2024 Tournament of Champions semifinal game 2.
1	800	0	LEFTOVERS		In 2011, this country replaced its solid green flag with one featuring red, black & green stripes	Libya	2024-03-08	2024 Tournament of Champions semifinal game 2.
